customer_type,customer,date,item,customer_cat
B-to-B,d0ff5,2025-08-26,item_16,cat_3
B-to-B,d0ff5,2025-09-16,item_16,cat_3
B-to-B,d0ff5,2025-10-16,item_16,cat_3
B-to-B,d0ff5,2025-10-28,item_16,cat_3
B-to-B,d0ff5,2025-11-18,item_15,cat_3
B-to-B,d0ff5,2025-11-18,item_16,cat_3
B-to-B,d0ff5,2025-12-15,item_19,cat_3
B-to-B,d0ff5,2025-12-16,item_16,cat_3
B-to-B,d0ff5,2026-01-15,item_16,cat_3
B-to-B,d0ff5,2026-01-22,item_16,cat_3
B-to-B,a19a1,2018-10-30,item_12,cat_1
B-to-B,a19a1,2019-05-04,item_17,cat_1
B-to-B,a19a1,2019-10-28,item_12,cat_1
B-to-B,a19a1,2020-08-17,item_19,cat_1
B-to-B,a19a1,2021-07-13,item_12,cat_1
B-to-B,a19a1,2021-09-20,item_12,cat_1
B-to-B,a19a1,2021-10-29,item_24,cat_1
B-to-B,a19a1,2022-03-29,item_12,cat_1
B-to-B,a19a1,2022-05-06,item_17,cat_1
B-to-B,a19a1,2022-09-20,item_24,cat_1
B-to-B,a19a1,2022-10-25,item_24,cat_1
B-to-B,a19a1,2022-10-31,item_12,cat_1
B-to-B,a19a1,2023-03-16,item_12,cat_1
B-to-B,a19a1,2024-08-12,item_13,cat_1
B-to-B,a19a1,2024-10-28,item_17,cat_1
B-to-B,a19a1,2025-06-16,item_12,cat_1
B-to-B,a19a1,2025-10-15,item_17,cat_1
B-to-B,c22cd,2020-10-02,item_21,cat_1
B-to-B,c22cd,2021-09-15,item_19,cat_1
B-to-B,c22cd,2021-10-03,item_21,cat_1
B-to-B,c22cd,2021-10-11,item_19,cat_1
B-to-B,c22cd,2022-01-24,item_12,cat_1
B-to-B,c22cd,2022-05-05,item_19,cat_1
B-to-B,c22cd,2022-05-12,item_19,cat_1
B-to-B,c22cd,2022-10-13,item_19,cat_1
B-to-B,c22cd,2022-10-19,item_24,cat_1
B-to-B,c22cd,2023-05-16,item_19,cat_1
B-to-B,c22cd,2023-05-24,item_22,cat_1
B-to-B,c22cd,2023-10-11,item_21,cat_1
B-to-B,c22cd,2023-12-11,item_22,cat_1
B-to-B,c22cd,2024-07-19,item_21,cat_1
B-to-B,c22cd,2025-02-27,item_22,cat_1
B-to-B,c22cd,2025-05-19,item_19,cat_1
B-to-B,c22cd,2025-06-27,item_19,cat_1
B-to-B,dce81,2018-07-06,item_19,cat_1
B-to-B,dce81,2018-08-14,item_10,cat_1
B-to-B,dce81,2018-09-06,item_13,cat_1
B-to-B,dce81,2018-09-13,item_17,cat_1
B-to-B,dce81,2018-09-21,item_17,cat_1
B-to-B,dce81,2018-09-25,item_10,cat_1
B-to-B,dce81,2018-10-02,item_10,cat_1
B-to-B,dce81,2018-10-04,item_05,cat_1
B-to-B,dce81,2018-10-10,item_05,cat_1
B-to-B,dce81,2018-10-17,item_17,cat_1
B-to-B,dce81,2018-11-03,item_10,cat_1
B-to-B,dce81,2018-11-17,item_17,cat_1
B-to-B,dce81,2018-11-29,item_10,cat_1
B-to-B,dce81,2018-12-04,item_04,cat_1
B-to-B,dce81,2019-01-23,item_19,cat_1
B-to-B,dce81,2019-02-13,item_19,cat_1
B-to-B,dce81,2019-02-19,item_10,cat_1
B-to-B,dce81,2019-02-20,item_04,cat_1
B-to-B,dce81,2019-02-25,item_17,cat_1
B-to-B,dce81,2019-03-20,item_10,cat_1
B-to-B,dce81,2019-03-27,item_17,cat_1
B-to-B,dce81,2019-04-09,item_10,cat_1
B-to-B,dce81,2019-05-07,item_10,cat_1
B-to-B,dce81,2019-05-20,item_17,cat_1
B-to-B,dce81,2019-05-22,item_13,cat_1
B-to-B,dce81,2019-06-19,item_21,cat_1
B-to-B,dce81,2019-08-20,item_10,cat_1
B-to-B,dce81,2019-09-03,item_19,cat_1
B-to-B,dce81,2019-09-13,item_10,cat_1
B-to-B,dce81,2020-01-15,item_10,cat_1
B-to-B,dce81,2020-03-06,item_10,cat_1
B-to-B,dce81,2020-06-09,item_10,cat_1
B-to-B,dce81,2020-08-11,item_10,cat_1
B-to-B,dce81,2020-09-29,item_10,cat_1
B-to-B,dce81,2020-10-27,item_10,cat_1
B-to-B,dce81,2020-12-15,item_19,cat_1
B-to-B,dce81,2021-01-14,item_10,cat_1
B-to-B,dce81,2021-02-26,item_10,cat_1
B-to-B,dce81,2021-06-28,item_10,cat_1
B-to-B,dce81,2021-08-12,item_19,cat_1
B-to-B,dce81,2021-08-17,item_13,cat_1
B-to-B,dce81,2021-09-15,item_17,cat_1
B-to-B,dce81,2021-11-18,item_22,cat_1
B-to-B,dce81,2021-12-15,item_10,cat_1
B-to-B,dce81,2022-01-05,item_10,cat_1
B-to-B,dce81,2022-03-10,item_10,cat_1
B-to-B,dce81,2022-03-24,item_04,cat_1
B-to-B,dce81,2022-05-25,item_10,cat_1
B-to-B,dce81,2022-05-31,item_10,cat_1
B-to-B,dce81,2022-06-23,item_10,cat_1
B-to-B,dce81,2022-06-28,item_11,cat_1
B-to-B,dce81,2022-08-18,item_10,cat_1
B-to-B,dce81,2022-09-15,item_17,cat_1
B-to-B,dce81,2022-10-08,item_10,cat_1
B-to-B,dce81,2023-02-10,item_10,cat_1
B-to-B,dce81,2023-03-15,item_10,cat_1
B-to-B,dce81,2023-04-18,item_13,cat_1
B-to-B,dce81,2023-06-15,item_19,cat_1
B-to-B,dce81,2023-09-07,item_19,cat_1
B-to-B,dce81,2023-11-06,item_12,cat_1
B-to-B,dce81,2023-11-14,item_17,cat_1
B-to-B,dce81,2023-12-12,item_25,cat_1
B-to-B,dce81,2023-12-22,item_25,cat_1
B-to-B,dce81,2024-02-19,item_05,cat_1
B-to-B,dce81,2024-03-26,item_10,cat_1
B-to-B,dce81,2024-03-26,item_19,cat_1
B-to-B,dce81,2024-05-07,item_05,cat_1
B-to-B,dce81,2024-05-15,item_19,cat_1
B-to-B,dce81,2024-05-22,item_17,cat_1
B-to-B,dce81,2024-06-06,item_13,cat_1
B-to-B,dce81,2024-06-10,item_22,cat_1
B-to-B,dce81,2024-08-22,item_10,cat_1
B-to-B,dce81,2024-10-22,item_19,cat_1
B-to-B,dce81,2024-12-05,item_25,cat_1
B-to-B,dce81,2024-12-10,item_26,cat_1
B-to-B,dce81,2025-01-07,item_17,cat_1
B-to-B,dce81,2025-01-11,item_10,cat_1
B-to-B,dce81,2025-02-12,item_17,cat_1
B-to-B,dce81,2025-02-18,item_10,cat_1
B-to-B,dce81,2025-03-05,item_10,cat_1
B-to-B,dce81,2025-09-24,item_22,cat_1
B-to-B,aae57,2018-11-21,item_24,cat_1
B-to-B,aae57,2020-12-01,item_03,cat_1
B-to-B,aae57,2023-11-06,item_07,cat_1
B-to-B,aae57,2024-04-05,item_24,cat_1
B-to-B,aae57,2024-05-24,item_13,cat_1
B-to-B,94e63,2018-07-04,item_21,cat_1
B-to-B,94e63,2018-07-09,item_21,cat_1
B-to-B,94e63,2018-08-07,item_19,cat_1
B-to-B,94e63,2018-08-16,item_21,cat_1
B-to-B,94e63,2018-08-20,item_21,cat_1
B-to-B,94e63,2018-08-23,item_19,cat_1
B-to-B,94e63,2018-09-04,item_17,cat_1
B-to-B,94e63,2018-09-04,item_21,cat_1
B-to-B,94e63,2018-10-09,item_21,cat_1
B-to-B,94e63,2018-10-11,item_19,cat_1
B-to-B,94e63,2018-10-23,item_19,cat_1
B-to-B,94e63,2018-11-06,item_24,cat_1
B-to-B,94e63,2018-11-28,item_21,cat_1
B-to-B,94e63,2018-12-03,item_19,cat_1
B-to-B,94e63,2018-12-17,item_19,cat_1
B-to-B,94e63,2019-01-14,item_21,cat_1
B-to-B,94e63,2019-02-25,item_13,cat_1
B-to-B,94e63,2019-03-11,item_11,cat_1
B-to-B,94e63,2019-04-02,item_17,cat_1
B-to-B,94e63,2019-04-16,item_17,cat_1
B-to-B,94e63,2019-05-27,item_11,cat_1
B-to-B,94e63,2019-05-27,item_19,cat_1
B-to-B,94e63,2019-06-11,item_21,cat_1
B-to-B,94e63,2019-06-20,item_17,cat_1
B-to-B,94e63,2019-08-08,item_21,cat_1
B-to-B,94e63,2019-08-15,item_21,cat_1
B-to-B,94e63,2019-09-02,item_11,cat_1
B-to-B,94e63,2019-10-31,item_17,cat_1
B-to-B,94e63,2019-11-02,item_21,cat_1
B-to-B,94e63,2019-11-18,item_13,cat_1
B-to-B,94e63,2020-02-06,item_17,cat_1
B-to-B,94e63,2020-02-19,item_21,cat_1
B-to-B,94e63,2020-03-03,item_21,cat_1
B-to-B,94e63,2020-03-12,item_11,cat_1
B-to-B,94e63,2020-05-20,item_19,cat_1
B-to-B,94e63,2020-06-10,item_26,cat_1
B-to-B,94e63,2020-06-30,item_21,cat_1
B-to-B,94e63,2020-07-09,item_21,cat_1
B-to-B,94e63,2020-07-15,item_17,cat_1
B-to-B,94e63,2020-08-19,item_17,cat_1
B-to-B,94e63,2020-09-02,item_21,cat_1
B-to-B,94e63,2020-09-16,item_19,cat_1
B-to-B,94e63,2020-09-22,item_24,cat_1
B-to-B,94e63,2020-10-28,item_10,cat_1
B-to-B,94e63,2020-10-28,item_21,cat_1
B-to-B,94e63,2020-11-22,item_24,cat_1
B-to-B,94e63,2021-01-14,item_19,cat_1
B-to-B,94e63,2021-02-09,item_22,cat_1
B-to-B,94e63,2021-03-09,item_19,cat_1
B-to-B,94e63,2021-03-16,item_17,cat_1
B-to-B,94e63,2021-04-06,item_10,cat_1
B-to-B,94e63,2021-04-20,item_21,cat_1
B-to-B,94e63,2021-05-04,item_12,cat_1
B-to-B,94e63,2021-06-22,item_21,cat_1
B-to-B,94e63,2021-06-28,item_10,cat_1
B-to-B,94e63,2021-07-15,item_17,cat_1
B-to-B,94e63,2021-08-30,item_22,cat_1
B-to-B,94e63,2021-09-07,item_11,cat_1
B-to-B,94e63,2021-09-14,item_19,cat_1
B-to-B,94e63,2021-09-23,item_22,cat_1
B-to-B,94e63,2021-10-04,item_24,cat_1
B-to-B,94e63,2021-10-21,item_11,cat_1
B-to-B,94e63,2021-12-15,item_19,cat_1
B-to-B,94e63,2021-12-20,item_24,cat_1
B-to-B,94e63,2022-01-10,item_11,cat_1
B-to-B,94e63,2022-01-25,item_17,cat_1
B-to-B,94e63,2022-03-04,item_17,cat_1
B-to-B,94e63,2022-03-31,item_10,cat_1
B-to-B,94e63,2022-03-31,item_21,cat_1
B-to-B,94e63,2022-03-31,item_26,cat_1
B-to-B,94e63,2022-04-13,item_21,cat_1
B-to-B,94e63,2022-04-28,item_15,cat_1
B-to-B,94e63,2022-05-03,item_22,cat_1
B-to-B,94e63,2022-05-10,item_21,cat_1
B-to-B,94e63,2022-05-16,item_10,cat_1
B-to-B,94e63,2022-05-24,item_22,cat_1
B-to-B,94e63,2022-06-16,item_22,cat_1
B-to-B,94e63,2022-06-22,item_19,cat_1
B-to-B,94e63,2022-06-30,item_21,cat_1
B-to-B,94e63,2022-07-08,item_26,cat_1
B-to-B,94e63,2022-08-10,item_17,cat_1
B-to-B,94e63,2022-08-16,item_22,cat_1
B-to-B,94e63,2022-09-15,item_19,cat_1
B-to-B,94e63,2022-09-20,item_24,cat_1
B-to-B,94e63,2022-10-03,item_24,cat_1
B-to-B,94e63,2022-11-21,item_19,cat_1
B-to-B,94e63,2023-01-25,item_26,cat_1
B-to-B,94e63,2023-02-24,item_10,cat_1
B-to-B,94e63,2023-03-14,item_22,cat_1
B-to-B,94e63,2023-03-15,item_17,cat_1
B-to-B,94e63,2023-03-20,item_11,cat_1
B-to-B,94e63,2023-03-21,item_19,cat_1
B-to-B,94e63,2023-04-18,item_19,cat_1
B-to-B,94e63,2023-04-26,item_19,cat_1
B-to-B,94e63,2023-06-16,item_11,cat_1
B-to-B,94e63,2023-06-22,item_11,cat_1
B-to-B,94e63,2023-06-22,item_19,cat_1
B-to-B,94e63,2023-07-06,item_17,cat_1
B-to-B,94e63,2023-07-06,item_22,cat_1
B-to-B,94e63,2023-08-10,item_17,cat_1
B-to-B,94e63,2023-08-10,item_19,cat_1
B-to-B,94e63,2023-08-31,item_17,cat_1
B-to-B,94e63,2023-09-04,item_19,cat_1
B-to-B,94e63,2023-09-29,item_24,cat_1
B-to-B,94e63,2023-10-20,item_21,cat_1
B-to-B,94e63,2023-11-06,item_21,cat_1
B-to-B,94e63,2023-11-22,item_22,cat_1
B-to-B,94e63,2023-12-20,item_17,cat_1
B-to-B,94e63,2024-01-08,item_22,cat_1
B-to-B,94e63,2024-02-06,item_24,cat_1
B-to-B,94e63,2024-02-28,item_21,cat_1
B-to-B,94e63,2024-03-07,item_10,cat_1
B-to-B,94e63,2024-03-28,item_26,cat_1
B-to-B,94e63,2024-04-24,item_22,cat_1
B-to-B,94e63,2024-05-06,item_22,cat_1
B-to-B,94e63,2024-05-14,item_22,cat_1
B-to-B,94e63,2024-05-30,item_22,cat_1
B-to-B,94e63,2024-06-13,item_22,cat_1
B-to-B,94e63,2024-06-23,item_21,cat_1
B-to-B,94e63,2024-06-26,item_05,cat_1
B-to-B,94e63,2024-08-13,item_22,cat_1
B-to-B,94e63,2024-09-05,item_21,cat_1
B-to-B,94e63,2024-09-04,item_17,cat_1
B-to-B,94e63,2024-09-25,item_19,cat_1
B-to-B,94e63,2024-09-25,item_24,cat_1
B-to-B,94e63,2024-10-03,item_22,cat_1
B-to-B,94e63,2024-10-23,item_10,cat_1
B-to-B,94e63,2024-11-05,item_19,cat_1
B-to-B,94e63,2024-12-04,item_11,cat_1
B-to-B,94e63,2024-12-18,item_22,cat_1
B-to-B,94e63,2025-01-27,item_21,cat_1
B-to-B,94e63,2025-02-03,item_25,cat_1
B-to-B,94e63,2025-02-11,item_21,cat_1
B-to-B,94e63,2025-03-04,item_17,cat_1
B-to-B,94e63,2025-03-13,item_19,cat_1
B-to-B,94e63,2025-03-14,item_21,cat_1
B-to-B,94e63,2025-03-26,item_21,cat_1
B-to-B,94e63,2025-04-15,item_21,cat_1
B-to-B,94e63,2025-05-07,item_22,cat_1
B-to-B,94e63,2025-05-13,item_22,cat_1
B-to-B,94e63,2025-06-12,item_22,cat_1
B-to-B,94e63,2025-07-08,item_19,cat_1
B-to-B,94e63,2025-07-15,item_12,cat_1
B-to-B,94e63,2025-08-21,item_19,cat_1
B-to-B,94e63,2025-08-27,item_17,cat_1
B-to-B,94e63,2025-09-16,item_19,cat_1
B-to-B,94e63,2025-10-16,item_19,cat_1
B-to-B,94e63,2025-10-29,item_19,cat_1
B-to-B,94e63,2025-11-12,item_22,cat_1
B-to-B,94e63,2025-11-25,item_26,cat_1
B-to-B,94e63,2026-01-13,item_11,cat_1
B-to-B,94e63,2026-02-01,item_19,cat_1
B-to-B,c2368,2018-09-04,item_03,cat_1
B-to-B,c2368,2019-07-01,item_10,cat_1
B-to-B,c2368,2019-12-20,item_19,cat_1
B-to-B,c2368,2021-03-17,item_17,cat_1
B-to-B,c2368,2023-05-15,item_21,cat_1
B-to-B,c2368,2024-01-30,item_19,cat_1
B-to-B,dc371,2018-08-15,item_19,cat_3
B-to-B,dc371,2018-09-14,item_19,cat_3
B-to-B,dc371,2018-10-02,item_19,cat_3
B-to-B,dc371,2018-10-24,item_19,cat_3
B-to-B,dc371,2018-11-29,item_15,cat_3
B-to-B,dc371,2019-01-15,item_17,cat_3
B-to-B,dc371,2019-04-23,item_22,cat_3
B-to-B,dc371,2019-05-16,item_20,cat_3
B-to-B,dc371,2019-05-15,item_19,cat_3
B-to-B,dc371,2019-06-06,item_19,cat_3
B-to-B,dc371,2019-06-27,item_17,cat_3
B-to-B,dc371,2019-07-11,item_17,cat_3
B-to-B,dc371,2019-07-11,item_22,cat_3
B-to-B,dc371,2019-08-07,item_23,cat_3
B-to-B,dc371,2019-08-27,item_25,cat_3
B-to-B,dc371,2019-09-18,item_05,cat_3
B-to-B,dc371,2019-09-23,item_22,cat_3
B-to-B,dc371,2019-09-25,item_17,cat_3
B-to-B,dc371,2019-10-10,item_22,cat_3
B-to-B,dc371,2019-10-31,item_19,cat_3
B-to-B,dc371,2019-11-04,item_22,cat_3
B-to-B,dc371,2019-11-06,item_22,cat_3
B-to-B,dc371,2019-11-20,item_17,cat_3
B-to-B,dc371,2020-01-27,item_22,cat_3
B-to-B,dc371,2020-01-29,item_22,cat_3
B-to-B,dc371,2020-03-04,item_22,cat_3
B-to-B,dc371,2020-07-08,item_05,cat_3
B-to-B,dc371,2020-08-11,item_17,cat_3
B-to-B,dc371,2020-09-17,item_17,cat_3
B-to-B,dc371,2020-10-02,item_22,cat_3
B-to-B,dc371,2021-01-19,item_22,cat_3
B-to-B,dc371,2021-01-26,item_17,cat_3
B-to-B,dc371,2021-05-23,item_19,cat_3
B-to-B,dc371,2021-06-01,item_05,cat_3
B-to-B,dc371,2021-06-08,item_17,cat_3
B-to-B,dc371,2021-06-15,item_15,cat_3
B-to-B,dc371,2021-11-02,item_15,cat_3
B-to-B,dc371,2021-11-02,item_17,cat_3
B-to-B,dc371,2021-11-20,item_17,cat_3
B-to-B,dc371,2022-03-10,item_22,cat_3
B-to-B,dc371,2022-03-30,item_19,cat_3
B-to-B,dc371,2022-09-02,item_19,cat_3
B-to-B,dc371,2022-12-21,item_17,cat_3
B-to-B,dc371,2023-01-19,item_22,cat_3
B-to-B,dc371,2023-02-08,item_17,cat_3
B-to-B,dc371,2023-02-08,item_25,cat_3
B-to-B,dc371,2023-02-15,item_19,cat_3
B-to-B,dc371,2023-03-09,item_19,cat_3
B-to-B,dc371,2023-04-12,item_17,cat_3
B-to-B,dc371,2023-04-26,item_17,cat_3
B-to-B,dc371,2023-05-11,item_19,cat_3
B-to-B,dc371,2023-07-07,item_19,cat_3
B-to-B,dc371,2023-07-04,item_20,cat_3
B-to-B,dc371,2023-09-22,item_17,cat_3
B-to-B,dc371,2023-10-31,item_22,cat_3
B-to-B,dc371,2023-11-07,item_17,cat_3
B-to-B,dc371,2023-12-15,item_17,cat_3
B-to-B,dc371,2024-01-17,item_19,cat_3
B-to-B,dc371,2024-02-07,item_25,cat_3
B-to-B,dc371,2024-02-29,item_15,cat_3
B-to-B,dc371,2024-03-07,item_22,cat_3
B-to-B,dc371,2024-03-18,item_22,cat_3
B-to-B,dc371,2024-04-18,item_19,cat_3
B-to-B,dc371,2024-05-15,item_20,cat_3
B-to-B,dc371,2024-06-06,item_22,cat_3
B-to-B,dc371,2024-06-28,item_22,cat_3
B-to-B,dc371,2024-08-06,item_22,cat_3
B-to-B,dc371,2024-08-15,item_22,cat_3
B-to-B,dc371,2024-11-22,item_17,cat_3
B-to-B,dc371,2025-02-10,item_19,cat_3
B-to-B,dc371,2025-04-14,item_17,cat_3
B-to-B,dc371,2025-04-29,item_05,cat_3
B-to-B,dc371,2025-11-18,item_19,cat_3
B-to-B,b35c7,2018-11-28,item_10,cat_1
B-to-B,b35c7,2019-01-25,item_10,cat_1
B-to-B,b35c7,2019-03-19,item_03,cat_1
B-to-B,b35c7,2019-04-22,item_10,cat_1
B-to-B,b35c7,2019-04-24,item_25,cat_1
B-to-B,b35c7,2019-04-29,item_25,cat_1
B-to-B,b35c7,2019-04-30,item_21,cat_1
B-to-B,b35c7,2019-06-25,item_21,cat_1
B-to-B,b35c7,2019-07-01,item_10,cat_1
B-to-B,b35c7,2019-08-31,item_10,cat_1
B-to-B,b35c7,2019-10-03,item_10,cat_1
B-to-B,b35c7,2019-11-19,item_15,cat_1
B-to-B,b35c7,2019-12-19,item_17,cat_1
B-to-B,b35c7,2020-02-01,item_17,cat_1
B-to-B,b35c7,2020-04-15,item_24,cat_1
B-to-B,b35c7,2020-05-20,item_10,cat_1
B-to-B,b35c7,2020-06-30,item_10,cat_1
B-to-B,b35c7,2020-09-09,item_10,cat_1
B-to-B,b35c7,2020-09-11,item_10,cat_1
B-to-B,b35c7,2020-11-17,item_10,cat_1
B-to-B,b35c7,2020-12-17,item_24,cat_1
B-to-B,b35c7,2021-02-26,item_21,cat_1
B-to-B,b35c7,2021-03-04,item_10,cat_1
B-to-B,b35c7,2021-03-29,item_10,cat_1
B-to-B,b35c7,2021-06-28,item_10,cat_1
B-to-B,b35c7,2021-07-06,item_10,cat_1
B-to-B,b35c7,2021-09-02,item_10,cat_1
B-to-B,b35c7,2021-09-20,item_24,cat_1
B-to-B,b35c7,2021-10-04,item_24,cat_1
B-to-B,b35c7,2021-12-09,item_10,cat_1
B-to-B,b35c7,2022-01-20,item_10,cat_1
B-to-B,b35c7,2022-03-17,item_10,cat_1
B-to-B,b35c7,2022-03-21,item_25,cat_1
B-to-B,b35c7,2022-04-13,item_10,cat_1
B-to-B,b35c7,2022-05-30,item_10,cat_1
B-to-B,b35c7,2022-09-21,item_24,cat_1
B-to-B,b35c7,2022-10-17,item_10,cat_1
B-to-B,b35c7,2022-10-21,item_24,cat_1
B-to-B,b35c7,2022-10-31,item_17,cat_1
B-to-B,b35c7,2022-12-06,item_10,cat_1
B-to-B,b35c7,2023-02-15,item_17,cat_1
B-to-B,b35c7,2023-04-13,item_10,cat_1
B-to-B,b35c7,2023-06-26,item_10,cat_1
B-to-B,b35c7,2023-11-22,item_10,cat_1
B-to-B,b35c7,2024-10-03,item_10,cat_1
B-to-B,b35c7,2024-11-27,item_19,cat_1
B-to-B,b35c7,2024-12-17,item_10,cat_1
B-to-B,92d81,2018-07-09,item_19,cat_1
B-to-B,92d81,2018-08-10,item_19,cat_1
B-to-B,92d81,2018-08-29,item_19,cat_1
B-to-B,92d81,2018-09-14,item_19,cat_1
B-to-B,92d81,2018-09-27,item_19,cat_1
B-to-B,92d81,2018-10-31,item_03,cat_1
B-to-B,92d81,2018-11-29,item_26,cat_1
B-to-B,92d81,2018-12-05,item_19,cat_1
B-to-B,92d81,2018-12-06,item_26,cat_1
B-to-B,92d81,2019-01-10,item_17,cat_1
B-to-B,92d81,2019-01-29,item_21,cat_1
B-to-B,92d81,2019-01-31,item_19,cat_1
B-to-B,92d81,2019-03-22,item_18,cat_1
B-to-B,92d81,2019-05-03,item_19,cat_1
B-to-B,92d81,2019-05-28,item_17,cat_1
B-to-B,92d81,2019-05-28,item_21,cat_1
